name,site,phone,full_address,street,city,postal_code,country,rating,reviews,photo,working_hours,business_status,description,location_link
Oasis Bar and Restaurant (Karuna Nagar ),,+91 88611 03560,"Neeladri Road, Karuna Nagar, Electronics City Phase 1, Doddathoguru, Karnataka 560100","Neeladri Road, Karuna Nagar, Electronics City Phase 1",Bengaluru,560100,India,3.4,462,https://lh3.googleusercontent.com/p/AF1QipNgUGQEO2DWpuQC1_MaWE04yK9eKx4DhnQflPNn=w800-h500-k-no,"{""Monday"": ""9:30am-11:30pm"", ""Tuesday"": ""9:30am-11:30pm"", ""Wednesday"": ""9:30am-11:30pm"", ""Thursday"": ""9:30am-11:30pm"", ""Friday"": ""9:30am-11:30pm"", ""Saturday"": ""9:30am-11:30pm"", ""Sunday"": ""9:30am-11:30pm""}",OPERATIONAL,,"https://www.google.com/maps/place/Oasis+Bar+and+Restaurant+%28Karuna+Nagar+%29/@12.8410874,77.65028439999999,14z/data=!4m8!1m2!2m1!1sOasis+Bar+and+Restaurant+%28Karuna+Nagar+%29!3m4!1s0x3bae6b7c36cee251:0x38219e83e2dd60c!8m2!3d12.8410874!4d77.65028439999999"
MCC 44 Bar and Restaurant,,,"QQGH+2GC BORDER, Hosur Rd, Attibele, Karnataka 562107","QQGH+2GC BORDER, Hosur Rd",Attibele,562107,India,3.9,7,https://lh3.googleusercontent.com/p/AF1QipPRSorn0KoMNP8JDVfhvqFtrgHHq1mGJUAhLUkr=w800-h500-k-no,,OPERATIONAL,,"https://www.google.com/maps/place/MCC+44+Bar+and+Restaurant/@12.7751053,77.7792411,14z/data=!4m8!1m2!2m1!1sMCC+44+Bar+and+Restaurant!3m4!1s0x3bae714c985de7a9:0x73b2ed4a2af15be!8m2!3d12.7751053!4d77.7792411"
,,,,,,,,,,,,,,
Bhavani Bar and Restaurant,,,"24, NH 44, RK City, Veer Sandra, Hebbagodi, Bengaluru, Bommasandra, Karnataka 560100","24, NH 44","Bengaluru, Bommasandra",560100,India,3,12,https://lh3.googleusercontent.com/p/AF1QipPFgA8xowog2DpWHEnBXAs_jqrxxi3DlbwGdzUA=w800-h500-k-no,"{""Monday"": ""9am-11pm"", ""Tuesday"": ""9am-11pm"", ""Wednesday"": ""9am-11pm"", ""Thursday"": ""9am-11pm"", ""Friday"": ""9am-11pm"", ""Saturday"": ""9am-11pm"", ""Sunday"": ""9am-11pm""}",OPERATIONAL,,"https://www.google.com/maps/place/Bhavani+Bar+and+Restaurant/@12.8271011,77.6826786,14z/data=!4m8!1m2!2m1!1sBhavani+Bar+and+Restaurant!3m4!1s0x3bae6c5b7940843f:0x687adf7fb57cce30!8m2!3d12.8271011!4d77.6826786"
Amaravati Bar & Restaurant,,,"5G-5H Bannerghatta Anekal Rd 1st Phase, Bannerghatta Anekal Rd, 1st Phase, Jigani, Karnataka 560105","5G-5H Bannerghatta Anekal Rd 1st Phase, Bannerghatta Anekal Rd",Jigani,560105,India,3.6,79,https://lh3.googleusercontent.com/p/AF1QipMUHUzOtw0Xz56uDSIHwOKQs10HnYBOuT6k_89Y=w800-h500-k-no,"{""Monday"": ""10am-11pm"", ""Tuesday"": ""10am-11pm"", ""Wednesday"": ""10am-11pm"", ""Thursday"": ""10am-11pm"", ""Friday"": ""10am-11pm"", ""Saturday"": ""10am-11pm"", ""Sunday"": ""10am-11pm""}",OPERATIONAL,,"https://www.google.com/maps/place/Amaravati+Bar+%26+Restaurant/@12.7792584,77.6431246,14z/data=!4m8!1m2!2m1!1sAmaravati+Bar+%26+Restaurant!3m4!1s0x3bae69506c22d51b:0x6549066f5aedc36e!8m2!3d12.7792584!4d77.6431246"
Thirumala Bar And Restaurant Bar,,,"No. 35/1, Hosur Rd, Bommanahalli, Singasandra, Bengaluru, Karnataka 560068","No. 35/1, Hosur Rd",Bengaluru,560068,India,3.8,626,https://lh3.googleusercontent.com/p/AF1QipMWJPWzbq3QMVS2hCy7iW3orby-TuG6OUyRbsVh=w800-h500-k-no,"{""Monday"": ""10am-11:30pm"", ""Tuesday"": ""10am-11:30pm"", ""Wednesday"": ""10am-11:30pm"", ""Thursday"": ""10am-11:30pm"", ""Friday"": ""10am-11:30pm"", ""Saturday"": ""10am-11:30pm"", ""Sunday"": ""10am-11:30pm""}",OPERATIONAL,,"https://www.google.com/maps/place/Thirumala+Bar+And+Restaurant+Bar/@12.8758343,77.648698,14z/data=!4m8!1m2!2m1!1sThirumala+Bar+And+Restaurant+Bar!3m4!1s0x3bae6b546f8ce26b:0x59f51fe6c9f7bb3c!8m2!3d12.8758343!4d77.648698"
E-City Bar and Resturant,,,"VJFX+JQX, Hosur Rd, Aishwarya Crystal Layout, Singasandra, Bengaluru, Karnataka 560068","VJFX+JQX, Hosur Rd",Bengaluru,560068,India,3.7,338,https://lh3.googleusercontent.com/p/AF1QipOjmS1OgfxAGoK8Uu_-f_biP2kCgUhICbqNEmzV=w800-h500-k-no,"{""Monday"": ""8am-11:30pm"", ""Tuesday"": ""8am-11:30pm"", ""Wednesday"": ""8am-11:30pm"", ""Thursday"": ""8am-11:30pm"", ""Friday"": ""8am-11:30pm"", ""Saturday"": ""8am-11:30pm"", ""Sunday"": ""8am-11:30pm""}",OPERATIONAL,,"https://www.google.com/maps/place/E-City+Bar+and+Resturant/@12.8741199,77.6494956,14z/data=!4m8!1m2!2m1!1sE-City+Bar+and+Resturant!3m4!1s0x3bae6b5423d3e48d:0xb6fc201d5d4a5ab8!8m2!3d12.8741199!4d77.6494956"
LAKSHMISH BAR & RESTAURANT,,,"15, Bommasandra Lake Rd, Bommasandra Industrial Area, Bommasandra, Karnataka 560100","15, Bommasandra Lake Rd",Bommasandra,560100,India,5,1,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=26OkctJZ4QLzfO7FswBrBA&cb_client=search.gws-prod.gps&w=800&h=500&yaw=233.8905&pitch=0&thumbfov=100,,OPERATIONAL,,"https://www.google.com/maps/place/LAKSHMISH+BAR+%26+RESTAURANT/@12.8185766,77.6889474,14z/data=!4m8!1m2!2m1!1sLAKSHMISH+BAR+%26+RESTAURANT!3m4!1s0x3bae6dd7d1f21025:0x761de272127e91c8!8m2!3d12.8185766!4d77.6889474"
Kodandaramma wines,,,"krishna property, 23/1, Bommasandra Industrial Area, Bengaluru, Bommasandra, Karnataka 560099","krishna property, 23/1","Bengaluru, Bommasandra",560099,India,4,35,https://lh3.googleusercontent.com/p/AF1QipMRofkmAIapBOslTOq0WUMnzX-XFWtvSp-KnZHJ=w800-h500-k-no,"{""Monday"": ""10am-10:30pm"", ""Tuesday"": ""10am-10:30pm"", ""Wednesday"": ""10am-10:30pm"", ""Thursday"": ""10am-10:30pm"", ""Friday"": ""10am-10:30pm"", ""Saturday"": ""10am-10:30pm"", ""Sunday"": ""10am-10:30pm""}",OPERATIONAL,,"https://www.google.com/maps/place/Kodandaramma+wines/@12.8201748,77.69317579999999,14z/data=!4m8!1m2!2m1!1sKodandaramma+wines!3m4!1s0x3bae6d5150157805:0x6a52e81fb5f6f59e!8m2!3d12.8201748!4d77.69317579999999"
Sharavathi Bar,,,"PQXV+P3C, NRI Center City, Hosur, Karnataka 635126",PQXV+P3C,Hosur,635126,India,3.7,184,https://lh3.googleusercontent.com/p/AF1QipNPDf4tSlBQGp1ysuLhzyR7sKrdw1BT-bbjuWHi=w800-h500-k-no,"{""Monday"": ""10:30am-10:30pm"", ""Tuesday"": ""10:30am-10:30pm"", ""Wednesday"": ""10:30am-10:30pm"", ""Thursday"": ""10:30am-10:30pm"", ""Friday"": ""10:30am-10:30pm"", ""Saturday"": ""10:30am-10:30pm"", ""Sunday"": ""10:30am-10:30pm""}",OPERATIONAL,,"https://www.google.com/maps/place/Sharavathi+Bar/@12.749316499999999,77.7926408,14z/data=!4m8!1m2!2m1!1sSharavathi+Bar!3m4!1s0x3bae70ffc0907bff:0xd80eb50c8bde848c!8m2!3d12.749316499999999!4d77.7926408"
S.M bar,,,"VM84+425, Pragathi Nagar, Basapura, Bengaluru, Karnataka 560100",VM84+425,Bengaluru,560100,India,3.5,129,https://lh3.googleusercontent.com/p/AF1QipMQEr-_kHGmWj3PTJntHblA1VfpD_MP-GBcOGF9=w800-h500-k-no,"{""Monday"": ""10am-11pm"", ""Tuesday"": ""10am-11pm"", ""Wednesday"": ""10am-11pm"", ""Thursday"": ""10am-11pm"", ""Friday"": ""10am-11pm"", ""Saturday"": ""10am-11pm"", ""Sunday"": ""10am-11pm""}",OPERATIONAL,,"https://www.google.com/maps/place/S.M+bar/@12.8652698,77.6551162,14z/data=!4m8!1m2!2m1!1sS.M+bar!3m4!1s0x3bae6ca70b5cbe2b:0x17a6b3ca05c7111e!8m2!3d12.8652698!4d77.6551162"
TASMAC,https://www.tasmac.co.in/,+91 44 2851 5977,"PQ3M+V25, Hosur - Thally Rd, Karnoor, Tamil Nadu 635126","PQ3M+V25, Hosur - Thally Rd",Karnoor,635126,India,3.6,73,https://lh3.googleusercontent.com/p/AF1QipOOPzvok6qcfTU2r69S5uWT3kwJzJ-Kn_SqQubA=w800-h500-k-no,"{""Monday"": ""12-9:30pm"", ""Tuesday"": ""12-9:30pm"", ""Wednesday"": ""12-9:30pm"", ""Thursday"": ""12-9:30pm"", ""Friday"": ""12-9:30pm"", ""Saturday"": ""12-9:30pm"", ""Sunday"": ""12-9:30pm""}",OPERATIONAL,,"https://www.google.com/maps/place/TASMAC/@12.704633099999999,77.7825945,14z/data=!4m8!1m2!2m1!1sTASMAC!3m4!1s0x3bae7bbd8225613d:0xaa14a25350123ea1!8m2!3d12.704633099999999!4d77.7825945"
RR Relax Inn,,+91 87923 70950,"Laa Moonstone Dream Mart Hyper Market, Gollahalli Electronic City Road, Gollahalli, Electronic City, Bengaluru, Karnataka 560100","Laa Moonstone Dream Mart Hyper Market, Gollahalli Electronic City Road",Bengaluru,560100,India,4.1,35,https://lh3.googleusercontent.com/p/AF1QipPGV0gtnHr0veyix660RPvFK7CH2PH88bljHaTk=w800-h500-k-no,,OPERATIONAL,,"https://www.google.com/maps/place/RR+Relax+Inn/@12.8358978,77.6652141,14z/data=!4m8!1m2!2m1!1sRR+Relax+Inn!3m4!1s0x3bae6d6d9a13d4ef:0x70793433e8a6c340!8m2!3d12.8358978!4d77.6652141"
Hotel la classic Bar,,,"QQM4+HRF, Giddenahalli, Karnataka 562107",QQM4+HRF,Giddenahalli,562107,India,5,3,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=boRUcQoWGF_GD6axW7fy5g&cb_client=search.gws-prod.gps&w=800&h=500&yaw=3.1399927&pitch=0&thumbfov=100,,OPERATIONAL,,"https://www.google.com/maps/place/Hotel+la+classic+Bar/@12.7839495,77.75703299999999,14z/data=!4m8!1m2!2m1!1sHotel+la+classic+Bar!3m4!1s0x3bae71569d456b85:0x4e0034c3dc6ffcb9!8m2!3d12.7839495!4d77.75703299999999"
"Cedar Bar & Dive, Hotel Presidency",http://www.hotelpresidencyblr.com/,+91 96202 20083,"VM3G+756 Hotel Presidency, Konappana Agrahara, Electronic City, Doddanagamangala Village, Bengaluru, Karnataka 560100",VM3G+756 Hotel Presidency,"Doddanagamangala Village, Bengaluru",560100,India,4.1,42,https://lh3.googleusercontent.com/p/AF1QipPpx8wXkvD3qMpmA7PXj82WOKhu79ysZfSsezSK=w800-h500-k-no,"{""Monday"": ""11am-11:30pm"", ""Tuesday"": ""11am-11:30pm"", ""Wednesday"": ""11am-11:30pm"", ""Thursday"": ""11am-11:30pm"", ""Friday"": ""11am-11:30pm"", ""Saturday"": ""11am-11:30pm"", ""Sunday"": ""11am-11:30pm""}",OPERATIONAL,,"https://www.google.com/maps/place/Cedar+Bar+%26+Dive%2C+Hotel+Presidency/@12.8531537,77.67539219999999,14z/data=!4m8!1m2!2m1!1sCedar+Bar+%26+Dive%2C+Hotel+Presidency!3m4!1s0x3bae6d13f9fe7f3f:0xfb18298898abe190!8m2!3d12.8531537!4d77.67539219999999"
Adyar Ananda Bhavan - A2B,https://aabsweets.com/,+91 44 4233 3333,"254B, Hosur Rd, Phase II, Bommasandra Industrial Area, Bengaluru, Bommasandra, Karnataka 560099","254B, Hosur Rd","Bengaluru, Bommasandra",560099,India,4.1,32754,https://lh3.googleusercontent.com/p/AF1QipNfMHAO8-XI0W7i7CZx9hvKMR9cl2wW5Za5vVMZ=w800-h500-k-no,"{""Monday"": ""6am-10:30pm"", ""Tuesday"": ""6am-10:30pm"", ""Wednesday"": ""6am-10:30pm"", ""Thursday"": ""6am-10:30pm"", ""Friday"": ""6am-10:30pm"", ""Saturday"": ""6am-10:30pm"", ""Sunday"": ""6am-10:30pm""}",OPERATIONAL,Chain outlet preparing a range of classical Indian sweets and snacks in an informal space.,"https://www.google.com/maps/place/Adyar+Ananda+Bhavan+-+A2B/@12.8075017,77.6977708,14z/data=!4m8!1m2!2m1!1sAdyar+Ananda+Bhavan+-+A2B!3m4!1s0x3bae6c33660e57ed:0x17db500e2410caf3!8m2!3d12.8075017!4d77.6977708"
Aura: Poolside Bar and Kitchen,https://www.radhahotels.com/radha-regent-bangalore/,,"Radha Regent, Electronics City Phase 1, Electronic City, Bengaluru, Karnataka 560100",Radha Regent,Bengaluru,560100,India,3.9,37,https://lh3.googleusercontent.com/p/AF1QipO_3lYzQE2jQA6KsWNkJjlUeGuOJ3GNDJL_lN-N=w800-h500-k-no,"{""Monday"": ""10am-11pm"", ""Tuesday"": ""10am-11pm"", ""Wednesday"": ""10am-11pm"", ""Thursday"": ""10am-11pm"", ""Friday"": ""10am-11pm"", ""Saturday"": ""10am-11pm"", ""Sunday"": ""10am-11pm""}",OPERATIONAL,,"https://www.google.com/maps/place/Aura%3A+Poolside+Bar+and+Kitchen/@12.8369991,77.66156699999999,14z/data=!4m8!1m2!2m1!1sAura%3A+Poolside+Bar+and+Kitchen!3m4!1s0x3bae6c870fdec041:0x1b9737dec25cc372!8m2!3d12.8369991!4d77.66156699999999"
Q GRILL Bar and Restaurant,,+91 98861 24532,"VJHP+CJW, Manipal County Rd, next to Samruddi Kuteera Food court, Chikka Begur, Begur, Bengaluru, Karnataka 560068","VJHP+CJW, Manipal County Rd, next to Samruddi Kuteera Food court",Bengaluru,560068,India,3.8,345,https://lh3.googleusercontent.com/p/AF1QipMyhetaUl66GDIdX9MdZG9Ae_X3TUm-lVyWoRAX=w800-h500-k-no,"{""Monday"": ""11am-11pm"", ""Tuesday"": ""11am-11pm"", ""Wednesday"": ""11am-11pm"", ""Thursday"": ""11am-11pm"", ""Friday"": ""11am-11pm"", ""Saturday"": ""11am-11pm"", ""Sunday"": ""11am-11pm""}",OPERATIONAL,,"https://www.google.com/maps/place/Q+GRILL+Bar+and+Restaurant/@12.878613399999999,77.63657169999999,14z/data=!4m8!1m2!2m1!1sQ+GRILL+Bar+and+Restaurant!3m4!1s0x3bae6b26f0076bd9:0x48ef1d07f4c9bca7!8m2!3d12.878613399999999!4d77.63657169999999"
BLR Brewing Co - Kanakapura Road,http://www.blrbrewing.com/,+91 80 4716 2222,"Paramount Gardens, Jyotipuram, Bengaluru, Vajarahalli, Karnataka 560062",,"Bengaluru, Vajarahalli",560062,India,4.6,11045,https://lh3.googleusercontent.com/p/AF1QipNGWNTIZCO0ukyAuTSRFwbwoTne_cxJxMCMe--H=w800-h500-k-no,"{""Monday"": ""12-11:30pm"", ""Tuesday"": ""12-11:30pm"", ""Wednesday"": ""12pm-12:30am"", ""Thursday"": ""12pm-12:30am"", ""Friday"": ""12pm-1am"", ""Saturday"": ""12pm-1am"", ""Sunday"": ""12pm-12:30am""}",OPERATIONAL,,"https://www.google.com/maps/place/BLR+Brewing+Co+-+Kanakapura+Road/@12.8680922,77.543297,14z/data=!4m8!1m2!2m1!1sBLR+Brewing+Co+-+Kanakapura+Road!3m4!1s0x3bae4177d1d4132d:0x225676134d0c173c!8m2!3d12.8680922!4d77.543297"
,,,,,,,,,,,,,,
Panchami Paradise Bar & Restaurant,,,"VMGC+WPP, Circle, Balaji Layout, Naganathapura, Electronicity Post, Raysandra, Bengaluru, Karnataka 560099","VMGC+WPP, Circle",Bengaluru,560099,India,3.8,385,https://lh3.googleusercontent.com/p/AF1QipOTcELfIJ123MJSzaau6gzEQXwWIjRpfKM9DjI-=w800-h500-k-no,"{""Monday"": ""10am-11:30pm"", ""Tuesday"": ""10am-11:30pm"", ""Wednesday"": ""10am-11:30pm"", ""Thursday"": ""10am-11:30pm"", ""Friday"": ""10am-11:30pm"", ""Saturday"": ""10am-11:30pm"", ""Sunday"": ""10am-11:30pm""}",OPERATIONAL,,"https://www.google.com/maps/place/Panchami+Paradise+Bar+%26+Restaurant/@12.8773404,77.6718327,14z/data=!4m8!1m2!2m1!1sPanchami+Paradise+Bar+%26+Restaurant!3m4!1s0x3bae6cb4645e7c27:0xb1c53cddb48c9837!8m2!3d12.8773404!4d77.6718327"
SLV BAR and RESTORENT,,,"MH9F+X63, Thattekere, Karnataka 562112",MH9F+X63,Thattekere,562112,India,4.4,19,https://lh3.googleusercontent.com/p/AF1QipMq0pLkEP5u0ywzikU8XyaRMLJZ03ZwCDSZknbf=w800-h500-k-no,"{""Monday"": ""9am-10pm"", ""Tuesday"": ""9am-10pm"", ""Wednesday"": ""9am-10pm"", ""Thursday"": ""9am-10pm"", ""Friday"": ""9am-10pm"", ""Saturday"": ""9am-10pm"", ""Sunday"": ""9am-10pm""}",OPERATIONAL,,"https://www.google.com/maps/place/SLV+BAR+and+RESTORENT/@12.6698927,77.5730379,14z/data=!4m8!1m2!2m1!1sSLV+BAR+and+RESTORENT!3m4!1s0x3bae67b08d87f3c7:0xdd678960339d7972!8m2!3d12.6698927!4d77.5730379"
Nandhish pavilion TCS,,,"Shantipura Main Rd, near TCS, Phase II, Electronic City, Bengaluru, Karnataka 560100","Shantipura Main Rd, near TCS",Bengaluru,560100,India,5,2,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=gGR0KmNLzKq-rpqCc_0EIQ&cb_client=search.gws-prod.gps&w=800&h=500&yaw=174.74979&pitch=0&thumbfov=100,,OPERATIONAL,,"https://www.google.com/maps/place/Nandhish+pavilion+TCS/@12.846818899999999,77.68004499999999,14z/data=!4m8!1m2!2m1!1sNandhish+pavilion+TCS!3m4!1s0x3bae6dec4cb8c3df:0xf1906a6bee5b7389!8m2!3d12.846818899999999!4d77.68004499999999"
Black and White Restaurant,,,"Alliance college, to, Chick hagde road, opposite road, Bengaluru, Honnakalasapura, Karnataka 562106","Alliance college, to, Chick hagde road, opposite road","Bengaluru, Honnakalasapura",562106,India,4,3,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=0vSbn9JtHT7H6zOHmS7F9Q&cb_client=search.gws-prod.gps&w=800&h=500&yaw=194.53122&pitch=0&thumbfov=100,"{""Monday"": ""8am-11pm"", ""Tuesday"": ""8am-11pm"", ""Wednesday"": ""8am-11pm"", ""Thursday"": ""8am-11pm"", ""Friday"": ""8am-11pm"", ""Saturday"": ""8am-11pm"", ""Sunday"": ""8am-11pm""}",OPERATIONAL,,"https://www.google.com/maps/place/Black+and+White+Restaurant/@12.7226433,77.6765143,14z/data=!4m8!1m2!2m1!1sBlack+and+White+Restaurant!3m4!1s0x3bae6f50777d9bd3:0xbb33cbac3faed45d!8m2!3d12.7226433!4d77.6765143"
New Chinmayees Resto Bar,,,"42/4C, Next TCS Company, Electronic City, Bengaluru, Karnataka 560100","42/4C, Next TCS Company, Electronic City",Bengaluru,560100,India,3.8,1353,https://lh3.googleusercontent.com/p/AF1QipNrDc5lFh_g85Gjx76ze3KE-qmNz9HwLh_eZd6B=w800-h500-k-no,"{""Monday"": ""10:30am-11:30pm"", ""Tuesday"": ""10:30am-11:30pm"", ""Wednesday"": ""10:30am-11:30pm"", ""Thursday"": ""10:30am-11:30pm"", ""Friday"": ""10:30am-11:30pm"", ""Saturday"": ""10:30am-11:30pm"", ""Sunday"": ""10:30am-11:30pm""}",OPERATIONAL,,"https://www.google.com/maps/place/New+Chinmayees+Resto+Bar/@12.8496695,77.680246,14z/data=!4m8!1m2!2m1!1sNew+Chinmayees+Resto+Bar!3m4!1s0x3bae6cedb258218d:0x5fc8907182e0e1b!8m2!3d12.8496695!4d77.680246"
Suresh Bar And Restaurant,,+91 80503 07999,"RMM8+QJR, Electronic city main road, Gollahalli Electronic City Road, near ganesh temple, Gollahalli, Karnataka 560100","RMM8+QJR, Electronic city main road, Gollahalli Electronic City Road, near ganesh temple",Bengaluru,560100,India,4.1,47,https://lh3.googleusercontent.com/p/AF1QipNPn8z8ZxgcAFxCjVj6pqgdVLRRytCWF5y3azFF=w800-h500-k-no,"{""Monday"": ""10am-11:20pm"", ""Tuesday"": ""10am-11:20pm"", ""Wednesday"": ""10am-11:25pm"", ""Thursday"": ""10am-11:20pm"", ""Friday"": ""10am-11:20pm"", ""Saturday"": ""10am-11:20pm"", ""Sunday"": ""10am-11:20pm""}",OPERATIONAL,,"https://www.google.com/maps/place/Suresh+Bar+And+Restaurant/@12.8344794,77.6665282,14z/data=!4m8!1m2!2m1!1sSuresh+Bar+And+Restaurant!3m4!1s0x3bae6d046f4f9dc1:0xc8ae7f62702d2a50!8m2!3d12.8344794!4d77.6665282"
Ganesh Bar and Restaurant,,+91 95915 32032,"RH8M+FCR, SH 87, Bengaluru, Karnataka 560083","RH8M+FCR, SH 87",Bengaluru,560083,India,3.6,60,https://lh3.googleusercontent.com/p/AF1QipPY2NcKqjmMmA9nkT5rVaiSPSJAqe5yjBDU8_Gh=w800-h500-k-no,"{""Monday"": ""10am-11pm"", ""Tuesday"": ""10am-11pm"", ""Wednesday"": ""10am-11pm"", ""Thursday"": ""10am-11pm"", ""Friday"": ""10am-11pm"", ""Saturday"": ""10am-11pm"", ""Sunday"": ""10am-11pm""}",OPERATIONAL,,"https://www.google.com/maps/place/Ganesh+Bar+and+Restaurant/@12.816246099999999,77.5835278,14z/data=!4m8!1m2!2m1!1sGanesh+Bar+and+Restaurant!3m4!1s0x3bae6a69c7ee9bdd:0x671ed2f4ad279e52!8m2!3d12.816246099999999!4d77.5835278"
,,,,,,,,,,,,,,
SREE VINAYAKA WINES,,,"RMHM+232, Kamma sandra Road, RK City, Muneshwara Nagar, Hebhagodi, Bengaluru, Karnataka 560068","RMHM+232, Kamma sandra Road","Hebhagodi, Bengaluru",560068,India,3.2,101,https://lh3.googleusercontent.com/p/AF1QipPLYWygTLWq65WcOAcp8NsMGFzI8iUUE9_MsX0n=w800-h500-k-no,"{""Monday"": ""10am-11pm"", ""Tuesday"": ""10am-11pm"", ""Wednesday"": ""10am-11pm"", ""Thursday"": ""10am-11pm"", ""Friday"": ""10am-11pm"", ""Saturday"": ""10am-11pm"", ""Sunday"": ""10am-11pm""}",OPERATIONAL,,"https://www.google.com/maps/place/SREE+VINAYAKA+WINES/@12.8275156,77.68263429999999,14z/data=!4m8!1m2!2m1!1sSREE+VINAYAKA+WINES!3m4!1s0x3bae6c5b822e8957:0xd068127c7ea11fd7!8m2!3d12.8275156!4d77.68263429999999"
ANURAM BAR AND RESTAURANTS,,,"30, 2, Konappana Agrahara, Electronic City, Bengaluru, Karnataka 560100","30, 2",Bengaluru,560100,India,4,5,https://lh3.googleusercontent.com/p/AF1QipOxL9sB8DGbIqvQ65QBDk3chHqWR6pRGk_FTHV8=w800-h500-k-no,"{""Monday"": ""11am-11:30pm"", ""Tuesday"": ""11am-11:30pm"", ""Wednesday"": ""11am-11:30pm"", ""Thursday"": ""11am-11:30pm"", ""Friday"": ""11am-11:30pm"", ""Saturday"": ""Closed"", ""Sunday"": ""11am-11:30pm""}",OPERATIONAL,,"https://www.google.com/maps/place/ANURAM+BAR+AND+RESTAURANTS/@12.854897399999999,77.6679821,14z/data=!4m8!1m2!2m1!1sANURAM+BAR+AND+RESTAURANTS!3m4!1s0x3bae6d8b7777d227:0xaa7c66fd96174209!8m2!3d12.854897399999999!4d77.6679821"
Mookambika Wines,,+91 99006 93173,"PQVM+489, NRI Center City, Hosur, Karnataka 562107",PQVM+489,Hosur,562107,India,3.7,69,https://lh3.googleusercontent.com/p/AF1QipON2PKrRhyADNkb2mmpWCf8oFle31uFfkNZhBJ8=w800-h500-k-no,"{""Monday"": ""10am-10pm"", ""Tuesday"": ""10am-10pm"", ""Wednesday"": ""10am-10pm"", ""Thursday"": ""10am-10pm"", ""Friday"": ""10am-10pm"", ""Saturday"": ""10am-10pm"", ""Sunday"": ""10am-10pm""}",OPERATIONAL,,"https://www.google.com/maps/place/Mookambika+Wines/@12.7427902,77.78335659999999,14z/data=!4m8!1m2!2m1!1sMookambika+Wines!3m4!1s0x3bae7051117e5d91:0x276bdbdcefc5b1e0!8m2!3d12.7427902!4d77.78335659999999"
Greens Bar & Restaurant,,,"VM24+CWV, Unnamed Road, Konappana Agrahara, Electronic City, Bengaluru, Karnataka 560100","VM24+CWV, Unnamed Road",Bengaluru,560100,India,4.2,20,https://lh3.googleusercontent.com/p/AF1QipO_mRiQ4LcQzIdGWq_5XtJkg9_uPGTIdyqNtcpN=w800-h500-k-no,"{""Monday"": ""10am-11pm"", ""Tuesday"": ""10am-11pm"", ""Wednesday"": ""10am-11pm"", ""Thursday"": ""10am-11pm"", ""Friday"": ""10am-11pm"", ""Saturday"": ""10am-11pm"", ""Sunday"": ""10am-11pm""}",OPERATIONAL,,"https://www.google.com/maps/place/Greens+Bar+%26+Restaurant/@12.851119299999999,77.6572889,14z/data=!4m8!1m2!2m1!1sGreens+Bar+%26+Restaurant!3m4!1s0x3bae6dd78fd53ee9:0x7d5b3def1b10195c!8m2!3d12.851119299999999!4d77.6572889"
ROCK 'N' ROLL - RESTO Restaurant,http://rocknrollrestaurants.com/,+91 90492 23344,"# 37, 5th Cross, Hosur - Thally Rd, opp. to TVS Nagar, Hosur, Tamil Nadu 635110","# 37, 5th Cross, Hosur - Thally Rd, opp. to TVS Nagar",Hosur,635110,India,3.8,538,https://lh3.googleusercontent.com/p/AF1QipNX5s7SRSjhEvY8O9g6Jz82K4y00fzZyDoERbTz=w800-h500-k-no,"{""Monday"": ""11:30am-11pm"", ""Tuesday"": ""5:30-11pm"", ""Wednesday"": ""11:30am-11pm"", ""Thursday"": ""11:30am-11pm"", ""Friday"": ""11:30am-11pm"", ""Saturday"": ""11:30am-11pm"", ""Sunday"": ""11:30am-11pm""}",OPERATIONAL,"Colourful, quirky destination spotlighting wraps, burgers & sandwiches, plus snacks & light fare.","https://www.google.com/maps/place/ROCK+%27N%27+ROLL+-+RESTO+Restaurant/@12.7201747,77.8092324,14z/data=!4m8!1m2!2m1!1sROCK+%27N%27+ROLL+-+RESTO+Restaurant!3m4!1s0x3bae71797292f213:0x98ee1abb9ea95a3!8m2!3d12.7201747!4d77.8092324"
Nandhana Palace - Andhra Style Restaurant - Bommasandra,http://nandhanarestaurants.com/,+91 80 4613 1111,"No.254, A1, Hosur Rd, next to A2B Restaurants, Bommasandra Industrial Area, Bengaluru, Bommasandra, Karnataka 560099","No.254, A1, Hosur Rd, next to A2B Restaurants","Bengaluru, Bommasandra",560099,India,4.3,7437,https://lh3.googleusercontent.com/p/AF1QipM8odeZZHhHt-LD5DsTIckPwq15gh4xBItox56o=w800-h500-k-no,"{""Monday"": ""11am-1am"", ""Tuesday"": ""11am-1am"", ""Wednesday"": ""11am-1am"", ""Thursday"": ""11am-1am"", ""Friday"": ""11am-1am"", ""Saturday"": ""11am-1am"", ""Sunday"": ""11am-1am""}",OPERATIONAL,,"https://www.google.com/maps/place/Nandhana+Palace+-+Andhra+Style+Restaurant+-+Bommasandra/@12.8071945,77.6980185,14z/data=!4m8!1m2!2m1!1sNandhana+Palace+-+Andhra+Style+Restaurant+-+Bommasandra!3m4!1s0x3bae6daeda677949:0x162917f48b3ab09d!8m2!3d12.8071945!4d77.6980185"
